"Notes"	"State"	"State Code"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"South Carolina"	"45"	"Greenwood County, SC"	"45047"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	18	1301608	Unreliable
	"South Carolina"	"45"	"Greenwood County, SC"	"45047"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	19	1301608	Unreliable
	"South Carolina"	"45"	"Hampton County, SC"	"45049"	"Unspecified dementia"	"F03"	83	396330	20.9
	"South Carolina"	"45"	"Hampton County, SC"	"45049"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	12	396330	Unreliable
	"South Carolina"	"45"	"Horry County, SC"	"45051"	"Multi-infarct dementia"	"F01.1"	12	4859842	Unreliable
	"South Carolina"	"45"	"Horry County, SC"	"45051"	"Vascular dementia, unspecified"	"F01.9"	152	4859842	3.1
	"South Carolina"	"45"	"Horry County, SC"	"45051"	"Unspecified dementia"	"F03"	1461	4859842	30.1
	"South Carolina"	"45"	"Horry County, SC"	"45051"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	54	4859842	1.1
	"South Carolina"	"45"	"Horry County, SC"	"45051"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	10	4859842	Unreliable
	"South Carolina"	"45"	"Horry County, SC"	"45051"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	49	4859842	1.0
	"South Carolina"	"45"	"Horry County, SC"	"45051"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	32	4859842	0.7
	"South Carolina"	"45"	"Horry County, SC"	"45051"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	29	4859842	0.6
	"South Carolina"	"45"	"Horry County, SC"	"45051"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	10	4859842	Unreliable
	"South Carolina"	"45"	"Horry County, SC"	"45051"	"Psychological and behavioural factors associated with disorders or diseases classified elsewhere"	"F54"	12	4859842	Unreliable
	"South Carolina"	"45"	"Jasper County, SC"	"45053"	"Vascular dementia, unspecified"	"F01.9"	10	455370	Unreliable
	"South Carolina"	"45"	"Jasper County, SC"	"45053"	"Unspecified dementia"	"F03"	59	455370	13.0
	"South Carolina"	"45"	"Kershaw County, SC"	"45055"	"Vascular dementia, unspecified"	"F01.9"	20	1121782	1.8
	"South Carolina"	"45"	"Kershaw County, SC"	"45055"	"Unspecified dementia"	"F03"	406	1121782	36.2
	"South Carolina"	"45"	"Kershaw County, SC"	"45055"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	19	1121782	Unreliable
	"South Carolina"	"45"	"Kershaw County, SC"	"45055"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	16	1121782	Unreliable
	"South Carolina"	"45"	"Lancaster County, SC"	"45057"	"Unspecified dementia"	"F03"	328	1393026	23.5
	"South Carolina"	"45"	"Lancaster County, SC"	"45057"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	20	1393026	1.4
	"South Carolina"	"45"	"Laurens County, SC"	"45059"	"Vascular dementia, unspecified"	"F01.9"	32	1281407	2.5
	"South Carolina"	"45"	"Laurens County, SC"	"45059"	"Unspecified dementia"	"F03"	414	1281407	32.3
	"South Carolina"	"45"	"Laurens County, SC"	"45059"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	20	1281407	1.6
	"South Carolina"	"45"	"Laurens County, SC"	"45059"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	1281407	Unreliable
	"South Carolina"	"45"	"Laurens County, SC"	"45059"	"Unspecified mental retardation"	"F79"	11	1281407	Unreliable
	"South Carolina"	"45"	"Lee County, SC"	"45061"	"Vascular dementia, unspecified"	"F01.9"	12	365756	Unreliable
	"South Carolina"	"45"	"Lee County, SC"	"45061"	"Unspecified dementia"	"F03"	109	365756	29.8
	"South Carolina"	"45"	"Lexington County, SC"	"45063"	"Multi-infarct dementia"	"F01.1"	10	4774659	Unreliable
	"South Carolina"	"45"	"Lexington County, SC"	"45063"	"Vascular dementia, unspecified"	"F01.9"	113	4774659	2.4
	"South Carolina"	"45"	"Lexington County, SC"	"45063"	"Unspecified dementia"	"F03"	1976	4774659	41.4
	"South Carolina"	"45"	"Lexington County, SC"	"45063"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	24	4774659	0.5
	"South Carolina"	"45"	"Lexington County, SC"	"45063"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	14	4774659	Unreliable
	"South Carolina"	"45"	"McCormick County, SC"	"45065"	"Unspecified dementia"	"F03"	154	189944	81.1
	"South Carolina"	"45"	"Marion County, SC"	"45067"	"Vascular dementia, unspecified"	"F01.9"	26	636370	4.1
	"South Carolina"	"45"	"Marion County, SC"	"45067"	"Unspecified dementia"	"F03"	195	636370	30.6
	"South Carolina"	"45"	"Marlboro County, SC"	"45069"	"Unspecified dementia"	"F03"	183	539149	33.9
	"South Carolina"	"45"	"Newberry County, SC"	"45071"	"Vascular dementia, unspecified"	"F01.9"	14	704437	Unreliable
	"South Carolina"	"45"	"Newberry County, SC"	"45071"	"Unspecified dementia"	"F03"	284	704437	40.3
	"South Carolina"	"45"	"Newberry County, SC"	"45071"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	17	704437	Unreliable
	"South Carolina"	"45"	"Oconee County, SC"	"45073"	"Vascular dementia, unspecified"	"F01.9"	46	1369896	3.4
	"South Carolina"	"45"	"Oconee County, SC"	"45073"	"Unspecified dementia"	"F03"	399	1369896	29.1
	"South Carolina"	"45"	"Oconee County, SC"	"45073"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	10	1369896	Unreliable
	"South Carolina"	"45"	"Oconee County, SC"	"45073"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	12	1369896	Unreliable
	"South Carolina"	"45"	"Orangeburg County, SC"	"45075"	"Multi-infarct dementia"	"F01.1"	34	1733317	2.0
	"South Carolina"	"45"	"Orangeburg County, SC"	"45075"	"Vascular dementia, unspecified"	"F01.9"	49	1733317	2.8
	"South Carolina"	"45"	"Orangeburg County, SC"	"45075"	"Unspecified dementia"	"F03"	375	1733317	21.6
	"South Carolina"	"45"	"Orangeburg County, SC"	"45075"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	30	1733317	1.7
	"South Carolina"	"45"	"Pickens County, SC"	"45077"	"Vascular dementia, unspecified"	"F01.9"	93	2221212	4.2
	"South Carolina"	"45"	"Pickens County, SC"	"45077"	"Unspecified dementia"	"F03"	770	2221212	34.7
	"South Carolina"	"45"	"Pickens County, SC"	"45077"	"Delirium, unspecified"	"F05.9"	13	2221212	Unreliable
	"South Carolina"	"45"	"Pickens County, SC"	"45077"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	25	2221212	1.1
	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Multi-infarct dementia"	"F01.1"	37	7002173	0.5
	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Vascular dementia, unspecified"	"F01.9"	170	7002173	2.4
	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Unspecified dementia"	"F03"	2053	7002173	29.3
	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	11	7002173	Unreliable
	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	151	7002173	2.2
	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	28	7002173	0.4
	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	10	7002173	Unreliable
	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	16	7002173	Unreliable
	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Schizophrenia, unspecified"	"F20.9"	24	7002173	0.3
	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Depressive episode, unspecified"	"F32.9"	11	7002173	Unreliable
	"South Carolina"	"45"	"Richland County, SC"	"45079"	"Other eating disorders"	"F50.8"	11	7002173	Unreliable
	"South Carolina"	"45"	"Saluda County, SC"	"45081"	"Vascular dementia, unspecified"	"F01.9"	10	372070	Unreliable
	"South Carolina"	"45"	"Saluda County, SC"	"45081"	"Unspecified dementia"	"F03"	167	372070	44.9
	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Multi-infarct dementia"	"F01.1"	11	5263316	Unreliable
	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Vascular dementia, unspecified"	"F01.9"	149	5263316	2.8
	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Unspecified dementia"	"F03"	3098	5263316	58.9
	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Delirium superimposed on dementia"	"F05.1"	47	5263316	0.9
	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Delirium, unspecified"	"F05.9"	16	5263316	Unreliable
	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	10	5263316	Unreliable
	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	12	5263316	Unreliable
	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	39	5263316	0.7
	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	20	5263316	0.4
	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	15	5263316	Unreliable
	"South Carolina"	"45"	"Spartanburg County, SC"	"45083"	"Unspecified mental retardation"	"F79"	10	5263316	Unreliable
	"South Carolina"	"45"	"Sumter County, SC"	"45085"	"Vascular dementia, unspecified"	"F01.9"	62	2022942	3.1
	"South Carolina"	"45"	"Sumter County, SC"	"45085"	"Unspecified dementia"	"F03"	557	2022942	27.5
	"South Carolina"	"45"	"Sumter County, SC"	"45085"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13	2022942	Unreliable
	"South Carolina"	"45"	"Sumter County, SC"	"45085"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	15	2022942	Unreliable
	"South Carolina"	"45"	"Union County, SC"	"45087"	"Vascular dementia, unspecified"	"F01.9"	28	548761	5.1
	"South Carolina"	"45"	"Union County, SC"	"45087"	"Unspecified dementia"	"F03"	196	548761	35.7
	"South Carolina"	"45"	"Union County, SC"	"45087"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	22	548761	4.0
	"South Carolina"	"45"	"Williamsburg County, SC"	"45089"	"Vascular dementia, unspecified"	"F01.9"	18	658120	Unreliable
	"South Carolina"	"45"	"Williamsburg County, SC"	"45089"	"Unspecified dementia"	"F03"	168	658120	25.5
	"South Carolina"	"45"	"Williamsburg County, SC"	"45089"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	11	658120	Unreliable
	"South Carolina"	"45"	"York County, SC"	"45091"	"Multi-infarct dementia"	"F01.1"	29	4015094	0.7
	"South Carolina"	"45"	"York County, SC"	"45091"	"Vascular dementia, unspecified"	"F01.9"	66	4015094	1.6
	"South Carolina"	"45"	"York County, SC"	"45091"	"Unspecified dementia"	"F03"	1770	4015094	44.1
	"South Carolina"	"45"	"York County, SC"	"45091"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	42	4015094	1.0
	"South Carolina"	"45"	"York County, SC"	"45091"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	23	4015094	0.6
	"South Dakota"	"46"	"Aurora County, SD"	"46003"	"Unspecified dementia"	"F03"	14	53222	Unreliable
	"South Dakota"	"46"	"Beadle County, SD"	"46005"	"Vascular dementia, unspecified"	"F01.9"	13	327333	Unreliable
	"South Dakota"	"46"	"Beadle County, SD"	"46005"	"Unspecified dementia"	"F03"	30	327333	9.2
	"South Dakota"	"46"	"Bon Homme County, SD"	"46009"	"Vascular dementia, unspecified"	"F01.9"	14	134294	Unreliable
	"South Dakota"	"46"	"Bon Homme County, SD"	"46009"	"Unspecified dementia"	"F03"	29	134294	21.6
	"South Dakota"	"46"	"Brookings County, SD"	"46011"	"Vascular dementia, unspecified"	"F01.9"	12	591303	Unreliable
	"South Dakota"	"46"	"Brookings County, SD"	"46011"	"Unspecified dementia"	"F03"	47	591303	7.9
	"South Dakota"	"46"	"Brown County, SD"	"46013"	"Vascular dementia, unspecified"	"F01.9"	31	695166	4.5
	"South Dakota"	"46"	"Brown County, SD"	"46013"	"Unspecified dementia"	"F03"	101	695166	14.5
	"South Dakota"	"46"	"Brown County, SD"	"46013"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	48	695166	6.9
	"South Dakota"	"46"	"Brown County, SD"	"46013"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	11	695166	Unreliable
	"South Dakota"	"46"	"Butte County, SD"	"46019"	"Unspecified dementia"	"F03"	26	185317	14.0
	"South Dakota"	"46"	"Charles Mix County, SD"	"46023"	"Unspecified dementia"	"F03"	10	174822	Unreliable
	"South Dakota"	"46"	"Clark County, SD"	"46025"	"Unspecified dementia"	"F03"	15	72127	Unreliable
	"South Dakota"	"46"	"Clay County, SD"	"46027"	"Unspecified dementia"	"F03"	16	261986	Unreliable
	"South Dakota"	"46"	"Codington County, SD"	"46029"	"Vascular dementia, unspecified"	"F01.9"	23	512833	4.5
	"South Dakota"	"46"	"Codington County, SD"	"46029"	"Unspecified dementia"	"F03"	55	512833	10.7
	"South Dakota"	"46"	"Custer County, SD"	"46033"	"Unspecified dementia"	"F03"	12	152190	Unreliable
	"South Dakota"	"46"	"Davison County, SD"	"46035"	"Vascular dementia, unspecified"	"F01.9"	19	367875	Unreliable
	"South Dakota"	"46"	"Davison County, SD"	"46035"	"Unspecified dementia"	"F03"	82	367875	22.3
	"South Dakota"	"46"	"Davison County, SD"	"46035"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	11	367875	Unreliable
	"South Dakota"	"46"	"Day County, SD"	"46037"	"Unspecified dementia"	"F03"	13	110119	Unreliable
	"South Dakota"	"46"	"Deuel County, SD"	"46039"	"Unspecified dementia"	"F03"	15	83164	Unreliable
	"South Dakota"	"46"	"Douglas County, SD"	"46043"	"Unspecified dementia"	"F03"	17	59594	Unreliable
	"South Dakota"	"46"	"Edmunds County, SD"	"46045"	"Unspecified dementia"	"F03"	16	77902	Unreliable
	"South Dakota"	"46"	"Fall River County, SD"	"46047"	"Unspecified dementia"	"F03"	31	134528	23.0
	"South Dakota"	"46"	"Grant County, SD"	"46051"	"Unspecified dementia"	"F03"	18	141182	Unreliable
	"South Dakota"	"46"	"Hamlin County, SD"	"46057"	"Vascular dementia, unspecified"	"F01.9"	21	109568	19.2
	"South Dakota"	"46"	"Hamlin County, SD"	"46057"	"Unspecified dementia"	"F03"	38	109568	34.7
	"South Dakota"	"46"	"Hughes County, SD"	"46065"	"Vascular dementia, unspecified"	"F01.9"	14	322263	Unreliable
	"South Dakota"	"46"	"Hughes County, SD"	"46065"	"Unspecified dementia"	"F03"	52	322263	16.1
	"South Dakota"	"46"	"Hutchinson County, SD"	"46067"	"Vascular dementia, unspecified"	"F01.9"	10	142676	Unreliable
	"South Dakota"	"46"	"Hutchinson County, SD"	"46067"	"Unspecified dementia"	"F03"	56	142676	39.2
	"South Dakota"	"46"	"Jerauld County, SD"	"46073"	"Unspecified dementia"	"F03"	22	39812	55.3
	"South Dakota"	"46"	"Kingsbury County, SD"	"46077"	"Unspecified dementia"	"F03"	20	100164	20.0
	"South Dakota"	"46"	"Lake County, SD"	"46079"	"Unspecified dementia"	"F03"	52	217736	23.9
	"South Dakota"	"46"	"Lawrence County, SD"	"46081"	"Multi-infarct dementia"	"F01.1"	11	446841	Unreliable
	"South Dakota"	"46"	"Lawrence County, SD"	"46081"	"Vascular dementia, unspecified"	"F01.9"	30	446841	6.7
	"South Dakota"	"46"	"Lawrence County, SD"	"46081"	"Unspecified dementia"	"F03"	51	446841	11.4
	"South Dakota"	"46"	"Lincoln County, SD"	"46083"	"Vascular dementia, unspecified"	"F01.9"	24	764653	3.1
	"South Dakota"	"46"	"Lincoln County, SD"	"46083"	"Unspecified dementia"	"F03"	75	764653	9.8
	"South Dakota"	"46"	"McCook County, SD"	"46087"	"Unspecified dementia"	"F03"	15	107973	Unreliable
	"South Dakota"	"46"	"Meade County, SD"	"46093"	"Vascular dementia, unspecified"	"F01.9"	12	486197	Unreliable
	"South Dakota"	"46"	"Meade County, SD"	"46093"	"Unspecified dementia"	"F03"	52	486197	10.7
	"South Dakota"	"46"	"Minnehaha County, SD"	"46099"	"Multi-infarct dementia"	"F01.1"	24	3162834	0.8
	"South Dakota"	"46"	"Minnehaha County, SD"	"46099"	"Vascular dementia, unspecified"	"F01.9"	115	3162834	3.6
	"South Dakota"	"46"	"Minnehaha County, SD"	"46099"	"Unspecified dementia"	"F03"	318	3162834	10.1
	"South Dakota"	"46"	"Minnehaha County, SD"	"46099"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	83	3162834	2.6
	"South Dakota"	"46"	"Minnehaha County, SD"	"46099"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	21	3162834	0.7
	"South Dakota"	"46"	"Moody County, SD"	"46101"	"Vascular dementia, unspecified"	"F01.9"	13	123585	Unreliable
	"South Dakota"	"46"	"Pennington County, SD"	"46103"	"Multi-infarct dementia"	"F01.1"	18	1872608	Unreliable
	"South Dakota"	"46"	"Pennington County, SD"	"46103"	"Vascular dementia, unspecified"	"F01.9"	56	1872608	3.0
	"South Dakota"	"46"	"Pennington County, SD"	"46103"	"Unspecified dementia"	"F03"	313	1872608	16.7
	"South Dakota"	"46"	"Pennington County, SD"	"46103"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	14	1872608	Unreliable
	"South Dakota"	"46"	"Pennington County, SD"	"46103"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	15	1872608	Unreliable
	"South Dakota"	"46"	"Perkins County, SD"	"46105"	"Unspecified dementia"	"F03"	20	58359	34.3
	"South Dakota"	"46"	"Potter County, SD"	"46107"	"Unspecified dementia"	"F03"	20	46047	43.4
	"South Dakota"	"46"	"Roberts County, SD"	"46109"	"Unspecified dementia"	"F03"	20	192059	10.4
	"South Dakota"	"46"	"Sanborn County, SD"	"46111"	"Unspecified dementia"	"F03"	18	46504	Unreliable
	"South Dakota"	"46"	"Shannon County, SD"	"46113"	"Unspecified dementia"	"F03"	10	255928	Unreliable
	"South Dakota"	"46"	"Spink County, SD"	"46115"	"Unspecified dementia"	"F03"	23	128143	17.9
	"South Dakota"	"46"	"Todd County, SD"	"46121"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15	182217	Unreliable
	"South Dakota"	"46"	"Todd County, SD"	"46121"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	14	182217	Unreliable
	"South Dakota"	"46"	"Tripp County, SD"	"46123"	"Unspecified dementia"	"F03"	15	111044	Unreliable
	"South Dakota"	"46"	"Turner County, SD"	"46125"	"Unspecified dementia"	"F03"	29	160457	18.1
	"South Dakota"	"46"	"Union County, SD"	"46127"	"Unspecified dementia"	"F03"	37	263089	14.1
	"South Dakota"	"46"	"Walworth County, SD"	"46129"	"Unspecified dementia"	"F03"	23	105768	21.7
	"South Dakota"	"46"	"Walworth County, SD"	"46129"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	17	105768	Unreliable
	"South Dakota"	"46"	"Yankton County, SD"	"46135"	"Vascular dementia, unspecified"	"F01.9"	11	421481	Unreliable
	"South Dakota"	"46"	"Yankton County, SD"	"46135"	"Unspecified dementia"	"F03"	50	421481	11.9
	"Tennessee"	"47"	"Anderson County, TN"	"47001"	"Vascular dementia, unspecified"	"F01.9"	79	1401910	5.6
	"Tennessee"	"47"	"Anderson County, TN"	"47001"	"Unspecified dementia"	"F03"	529	1401910	37.7
	"Tennessee"	"47"	"Anderson County, TN"	"47001"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	23	1401910	1.6
	"Tennessee"	"47"	"Anderson County, TN"	"47001"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	20	1401910	1.4
	"Tennessee"	"47"	"Anderson County, TN"	"47001"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	17	1401910	Unreliable
	"Tennessee"	"47"	"Bedford County, TN"	"47003"	"Vascular dementia, unspecified"	"F01.9"	18	820912	Unreliable
	"Tennessee"	"47"	"Bedford County, TN"	"47003"	"Unspecified dementia"	"F03"	185	820912	22.5
	"Tennessee"	"47"	"Bedford County, TN"	"47003"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	13	820912	Unreliable
	"Tennessee"	"47"	"Benton County, TN"	"47005"	"Unspecified dementia"	"F03"	33	311488	10.6
	"Tennessee"	"47"	"Bledsoe County, TN"	"47007"	"Unspecified dementia"	"F03"	47	248288	18.9
	"Tennessee"	"47"	"Blount County, TN"	"47009"	"Multi-infarct dementia"	"F01.1"	11	2258350	Unreliable
	"Tennessee"	"47"	"Blount County, TN"	"47009"	"Vascular dementia, unspecified"	"F01.9"	242	2258350	10.7
	"Tennessee"	"47"	"Blount County, TN"	"47009"	"Unspecified dementia"	"F03"	805	2258350	35.6
	"Tennessee"	"47"	"Blount County, TN"	"47009"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	14	2258350	Unreliable
	"Tennessee"	"47"	"Blount County, TN"	"47009"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15	2258350	Unreliable
	"Tennessee"	"47"	"Blount County, TN"	"47009"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	24	2258350	1.1
	"Tennessee"	"47"	"Blount County, TN"	"47009"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	13	2258350	Unreliable
	"Tennessee"	"47"	"Bradley County, TN"	"47011"	"Vascular dementia, unspecified"	"F01.9"	52	1834969	2.8
	"Tennessee"	"47"	"Bradley County, TN"	"47011"	"Unspecified dementia"	"F03"	334	1834969	18.2
	"Tennessee"	"47"	"Bradley County, TN"	"47011"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13	1834969	Unreliable
	"Tennessee"	"47"	"Campbell County, TN"	"47013"	"Vascular dementia, unspecified"	"F01.9"	25	763054	3.3
	"Tennessee"	"47"	"Campbell County, TN"	"47013"	"Unspecified dementia"	"F03"	255	763054	33.4
	"Tennessee"	"47"	"Cannon County, TN"	"47015"	"Vascular dementia, unspecified"	"F01.9"	12	255915	Unreliable
	"Tennessee"	"47"	"Cannon County, TN"	"47015"	"Unspecified dementia"	"F03"	78	255915	30.5
	"Tennessee"	"47"	"Carroll County, TN"	"47017"	"Vascular dementia, unspecified"	"F01.9"	17	545273	Unreliable
	"Tennessee"	"47"	"Carroll County, TN"	"47017"	"Unspecified dementia"	"F03"	92	545273	16.9
	"Tennessee"	"47"	"Carroll County, TN"	"47017"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	47	545273	8.6
	"Tennessee"	"47"	"Carter County, TN"	"47019"	"Multi-infarct dementia"	"F01.1"	11	1086049	Unreliable
	"Tennessee"	"47"	"Carter County, TN"	"47019"	"Vascular dementia, unspecified"	"F01.9"	47	1086049	4.3
	"Tennessee"	"47"	"Carter County, TN"	"47019"	"Unspecified dementia"	"F03"	397	1086049	36.6
	"Tennessee"	"47"	"Carter County, TN"	"47019"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	12	1086049	Unreliable
	"Tennessee"	"47"	"Cheatham County, TN"	"47021"	"Vascular dementia, unspecified"	"F01.9"	25	727802	3.4
	"Tennessee"	"47"	"Cheatham County, TN"	"47021"	"Unspecified dementia"	"F03"	163	727802	22.4
	"Tennessee"	"47"	"Chester County, TN"	"47023"	"Unspecified dementia"	"F03"	45	315958	14.2
	"Tennessee"	"47"	"Claiborne County, TN"	"47025"	"Unspecified dementia"	"F03"	112	593869	18.9
	"Tennessee"	"47"	"Clay County, TN"	"47027"	"Unspecified dementia"	"F03"	25	149321	16.7
	"Tennessee"	"47"	"Cocke County, TN"	"47029"	"Vascular dementia, unspecified"	"F01.9"	12	662955	Unreliable
	"Tennessee"	"47"	"Cocke County, TN"	"47029"	"Unspecified dementia"	"F03"	122	662955	18.4
	"Tennessee"	"47"	"Coffee County, TN"	"47031"	"Vascular dementia, unspecified"	"F01.9"	14	982649	Unreliable
	"Tennessee"	"47"	"Coffee County, TN"	"47031"	"Unspecified dementia"	"F03"	158	982649	16.1
	"Tennessee"	"47"	"Coffee County, TN"	"47031"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	14	982649	Unreliable
	"Tennessee"	"47"	"Crockett County, TN"	"47033"	"Unspecified dementia"	"F03"	66	275778	23.9
	"Tennessee"	"47"	"Cumberland County, TN"	"47035"	"Vascular dementia, unspecified"	"F01.9"	35	1021466	3.4
	"Tennessee"	"47"	"Cumberland County, TN"	"47035"	"Unspecified dementia"	"F03"	291	1021466	28.5
	"Tennessee"	"47"	"Cumberland County, TN"	"47035"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	12	1021466	Unreliable
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Multi-infarct dementia"	"F01.1"	52	11763734	0.4
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Vascular dementia, unspecified"	"F01.9"	539	11763734	4.6
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Unspecified dementia"	"F03"	2856	11763734	24.3
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Delirium, unspecified"	"F05.9"	13	11763734	Unreliable
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	65	11763734	0.6
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	14	11763734	Unreliable
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	72	11763734	0.6
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	279	11763734	2.4
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	15	11763734	Unreliable
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	13	11763734	Unreliable
	"Tennessee"	"47"	"Davidson County, TN"	"47037"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	16	11763734	Unreliable
